name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Hail, Saudi Arabia",2024-01-14,68,46.4,56.6,68,41.9,55.7,29.7,36.9,0,0,0,,0,0,16.6,9.2,172.5,1016.8,88.7,6.2,180.4,15.8,7,10,2024-01-14T07:05:04,2024-01-14T17:38:55,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-01-15,66.2,46.4,55.6,66.2,46.4,55.6,35.4,47.8,0,0,0,,0,0,19.5,11.4,73.4,1021.3,65.5,6.2,176.9,15.2,7,10,2024-01-15T07:05:00,2024-01-15T17:39:43,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-01-16,64.4,46.4,54.8,64.4,44.2,54.7,36,50.6,0,0,0,,0,0,23.9,13.9,88.5,1023.6,53,6.2,186.8,16.1,7,10,2024-01-16T07:04:55,2024-01-16T17:40:31,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-01-17,66.2,41,54.7,66.2,41,54.7,36.7,52.6,0,0,0,,0,0,22.4,11.4,137.5,1021.1,7.2,6.2,181.7,15.7,7,10,2024-01-17T07:04:48,2024-01-17T17:41:20,0.21,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-01-18,62.6,48.2,54.9,62.6,46.3,54.7,37.3,51.9,0.056,100,25,rain,0,0,18.3,9.2,82.9,1022,19.5,6.2,169.7,14.8,6,10,2024-01-18T07:04:39,2024-01-18T17:42:08,0.25,Rain,Clear conditions throughout the day with rain clearing later.,rain,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-01-19,64.4,39.2,53.2,64.4,39.2,53.2,36.5,55.2,0,0,0,,0,0,16.8,9.2,142.6,1023.6,31.4,6.2,189,16.6,7,10,2024-01-19T07:04:29,2024-01-19T17:42:57,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-01-20,69.8,44.6,56.9,69.8,40.7,56.3,38.3,51.5,0,0,0,,0,0,17.9,11.4,168.7,1023.7,15.5,6.2,176.7,15.3,7,10,2024-01-20T07:04:17,2024-01-20T17:43:46,0.31,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-01-21,75,42.8,59.1,75,42.8,59.1,39.1,49.9,0,0,0,,0,0,24.4,16.1,200.3,1022.8,7.1,6.2,190,16.5,7,10,2024-01-21T07:04:04,2024-01-21T17:44:35,0.35,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-01-22,78.8,51.8,65.1,78.8,51.8,65.1,44.4,47.9,0,0,0,,0,0,31.1,23,213.5,1019.3,21.2,6.2,187.3,16.3,7,10,2024-01-22T07:03:49,2024-01-22T17:45:24,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-01-23,77.1,55.5,66.2,77.1,55.5,66.2,47.2,53.3,0,0,0,,0,0,27.1,18.3,255.4,1018.7,61.4,6.2,189.2,16.4,7,10,2024-01-23T07:03:33,2024-01-23T17:46:13,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-01-24,71.6,49.8,59.4,71.6,49.8,59.4,42.1,53.5,0,0,0,,0,0,13.6,6.9,68.6,1019.2,35.2,6.2,196.3,17,7,10,2024-01-24T07:03:15,2024-01-24T17:47:02,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-01-25,73.4,46.4,59.9,73.4,46.4,59.8,41.1,51.8,0,0,0,,0,0,19,20.8,132.9,1017.4,46.4,6.2,193.6,16.8,7,10,2024-01-25T07:02:55,2024-01-25T17:47:50,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-01-26,64.4,51.8,57.6,64.4,51.8,57.6,39.6,52.1,0,0,0,,0,0,37.8,27.7,279.7,1014.3,33,6.2,199.5,17.2,7,10,2024-01-26T07:02:34,2024-01-26T17:48:39,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-01-27,62.9,42.6,53.7,62.9,37.5,52.7,34.5,50.3,0,0,0,,0,0,25.1,20.8,252.6,1018.1,4.3,6.2,200.8,17.2,7,10,2024-01-27T07:02:12,2024-01-27T17:49:28,0.55,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-01-28,59,44.6,51.6,59,42.1,50.8,34,51.5,0,0,0,,0,0,13.2,13.9,67.3,1021.4,35.4,6.2,202,17.3,8,10,2024-01-28T07:01:48,2024-01-28T17:50:16,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-01-29,66.2,44.6,54.7,66.2,42.1,54.2,36.2,51.6,0,0,0,,0,0,19,6.9,74.9,1018.4,35,6.2,200.8,17.2,8,10,2024-01-29T07:01:23,2024-01-29T17:51:05,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-01-30,66.3,39.2,54.2,66.3,37.7,53.7,31.9,45.6,0,0,0,,0,0,15.7,11.4,309.6,1018.7,0.9,6.2,208.7,18,8,10,2024-01-30T07:00:56,2024-01-30T17:51:53,0.65,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-01-31,68,42.8,55.1,68,42.8,55.1,36.7,52,0,0,0,,0,0,20.8,9.2,138.9,1019.4,3.6,6.2,201.3,17.3,8,10,2024-01-31T07:00:28,2024-01-31T17:52:41,0.69,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-02-01,57.2,42.9,49.8,57.2,38.7,48.3,30.3,47.3,0,0,0,,0,0,36.9,23,280.3,1016.9,28.2,6.2,202,17.5,8,10,2024-02-01T06:59:58,2024-02-01T17:53:28,0.72,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-02-02,55.7,33.8,47,55.7,28.6,44.6,26.4,47.4,0,0,0,,0,0,18.8,13.9,260.3,1020.3,1.9,6.2,214.1,18.5,8,10,2024-02-02T06:59:27,2024-02-02T17:54:16,0.75,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-02-03,60.8,35.6,48.1,60.8,29.9,46.7,23.9,39.7,0,0,0,,0,0,13.2,9.2,152,1022.6,0.5,6.2,214.3,18.5,8,10,2024-02-03T06:58:55,2024-02-03T17:55:03,0.75,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-02-04,62.6,41,51.7,62.6,37.9,51,27,39.5,0,0,0,,0,0,21.9,9.2,54.4,1022.4,0,6.2,213.9,18.5,8,10,2024-02-04T06:58:21,2024-02-04T17:55:50,0.82,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-02-05,60.8,42.8,51.9,60.8,40,51,28.7,41.1,0,0,0,,0,0,20.1,11.4,48.1,1022.5,1.1,6.2,216.5,18.7,8,10,2024-02-05T06:57:46,2024-02-05T17:56:36,0.85,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-02-06,64.4,37.4,51.4,64.4,35.8,51.3,28,44.2,0,0,0,,0,0,12.1,6.9,93.9,1025.4,0,6.2,220.5,19,8,10,2024-02-06T06:57:10,2024-02-06T17:57:22,0.88,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-02-07,64.4,37.4,52.3,64.4,33.7,52,25.8,37.5,0,0,0,,0,0,14.8,6.9,83.1,1026.3,0,6.2,219.7,19,8,10,2024-02-07T06:56:32,2024-02-07T17:58:08,0.92,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-02-08,69.8,39.2,56.2,69.8,35.8,55.6,29.7,37.4,0,0,0,,0,0,22.8,13.9,152.2,1024.6,0,6.2,219.4,18.9,8,10,2024-02-08T06:55:53,2024-02-08T17:58:54,0.95,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-02-09,71.6,46.4,60.3,71.6,44.2,60.1,36.4,41.3,0,0,0,,0,0,29.8,18.3,207.7,1020.4,41.9,6.2,199.7,17.3,8,10,2024-02-09T06:55:13,2024-02-09T17:59:39,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-02-10,73.4,51.8,61.8,73.4,51.8,61.8,49.3,64.9,0.028,100,20.83,rain,0,0,28.9,18.3,37.7,1016,47.1,6.1,182.8,15.8,7,10,2024-02-10T06:54:31,2024-02-10T18:00:24,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-02-11,60.9,48.2,54.8,60.9,44.1,54.5,42.9,65.5,0,0,0,,0,0,29.8,18.3,1.2,1020.5,24.1,6.2,199.1,17.4,8,10,2024-02-11T06:53:49,2024-02-11T18:01:08,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-02-12,59,46.4,51.7,59,42.6,50.4,45.9,81.1,0,0,0,,0,0,15.7,13.9,73.8,1023,67.4,5.7,135.4,11.8,5,10,2024-02-12T06:53:05,2024-02-12T18:01:52,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-02-13,73,42.8,58.4,73,38.6,57,39.3,51.6,0,0,0,,0,0,27.5,11.4,194,1018.2,36.9,6.2,223.1,19.3,8,10,2024-02-13T06:52:20,2024-02-13T18:02:35,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-02-14,78.8,57.2,66.7,78.8,57.2,66.7,44.8,51.9,0,0,0,,0,0,32.2,20.8,223.8,1012.6,42.7,6.2,214.6,18.7,8,10,2024-02-14T06:51:34,2024-02-14T18:03:19,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-02-15,71.7,48.2,61.7,71.7,46.3,61.6,41,49.3,0.004,100,4.17,rain,0,0,20.1,9.2,112,1014,30,6.2,225.9,19.4,8,10,2024-02-15T06:50:47,2024-02-15T18:04:01,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-02-16,69.9,47.8,59.2,69.9,44.1,58.7,33.6,40,0,0,0,,0,0,35.6,27.7,256.4,1015.9,10.2,6.2,218.7,18.9,8,10,2024-02-16T06:49:59,2024-02-16T18:04:44,0.25,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-02-17,64.4,41,54.4,64.4,41,54.3,31,43.3,0,0,0,,0,0,13.6,11.4,193.6,1021.2,31.7,6.2,217.3,18.6,8,10,2024-02-17T06:49:10,2024-02-17T18:05:26,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-02-18,66.2,39.2,54.6,66.2,35.8,54.2,31.2,42.1,0,0,0,,0,0,12.8,9.2,66.7,1022,0,6.2,237.2,20.4,8,10,2024-02-18T06:48:19,2024-02-18T18:06:07,0.29,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-02-19,71.6,41,57.5,71.6,41,57.5,35.2,45.5,0,0,0,,0,0,19.5,11.4,337.4,1017.9,0,6.2,234.4,20.3,8,10,2024-02-19T06:47:28,2024-02-19T18:06:48,0.32,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-02-20,66.2,49.8,57.8,66.2,47.1,57.7,35.6,44.8,0,0,0,,0,0,12.3,6.9,55,1020.2,18.8,6.2,239.7,20.8,9,10,2024-02-20T06:46:36,2024-02-20T18:07:29,0.36,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-02-21,71.6,50,60.4,71.6,50,60.4,37.4,44.1,0,0,0,,0,0,23.3,13.9,95.2,1021.2,55.7,6.2,230.6,20,8,10,2024-02-21T06:45:43,2024-02-21T18:08:09,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-02-22,78.8,50,63.8,78.8,50,63.8,40.8,44.9,0,0,0,,0,0,22.4,11.4,89.6,1019.4,41.9,6.2,236.8,20.4,8,10,2024-02-22T06:44:49,2024-02-22T18:08:49,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-02-23,82.4,55.7,68.9,80.2,55.7,68.6,41.1,38.7,0,0,0,,0,0,17.4,9.2,37.3,1019.1,27.6,6.2,234.1,20.4,8,10,2024-02-23T06:43:54,2024-02-23T18:09:28,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-02-24,68.1,59,63,68.1,59,63,47.2,57.6,0.012,100,12.5,rain,0,0,21.9,11.4,55.2,1018.2,61.7,6.2,118.2,10.3,6,10,2024-02-24T06:42:58,2024-02-24T18:10:07,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-02-25,60.8,48.2,54.5,60.8,41.6,54.2,41.5,62.1,0,0,0,,0,0,31.3,27.7,323.2,1018.2,34.4,6.2,156.3,13.6,6,10,2024-02-25T06:42:02,2024-02-25T18:10:46,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-02-26,68,41,54,68,37.9,53.3,36.7,56.4,0,0,0,,0,0,15,11.4,102.1,1016.8,0.3,6.2,252,21.9,9,10,2024-02-26T06:41:05,2024-02-26T18:11:24,0.56,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-02-27,75.2,44.6,60,75.2,44.6,60,33,37.8,0,0,0,,0,0,19.9,9.2,347.1,1014.5,7.6,6.2,248.1,21.3,9,10,2024-02-27T06:40:07,2024-02-27T18:12:02,0.6,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-02-28,62.4,44.6,53.6,62.4,40.7,52.8,33.1,46.2,0,0,0,,0,0,23,16.1,47,1019,0,6.2,250.4,21.7,9,10,2024-02-28T06:39:08,2024-02-28T18:12:39,0.63,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-02-29,59.3,41.1,50.3,59.3,41.1,49.3,23.1,35.1,0,0,0,,0,0,19.7,11.4,42.5,1022.8,0,6.2,264.2,22.8,9,10,2024-02-29T06:38:08,2024-02-29T18:13:16,0.66,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-03-01,68,33.8,52.1,68,33.8,52,17.1,26,0,0,0,,0,0,17.9,11.4,142.7,1021.7,3.6,6.2,265.9,22.9,9,10,2024-03-01T06:37:08,2024-03-01T18:13:53,0.7,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-03-02,78.8,46,63.2,78.8,39.9,62,27.3,25.9,0,0,0,,0,0,30.9,16.1,239.6,1017.1,51.8,6.2,239.9,20.7,8,10,2024-03-02T06:36:08,2024-03-02T18:14:29,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-03-03,73.4,51.4,63.6,73.4,51.4,63.6,33.3,32.9,0,0,0,,0,0,28.2,23,326.7,1014.1,0,6.2,259.5,22.3,9,10,2024-03-03T06:35:06,2024-03-03T18:15:05,0.75,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-03-04,71.4,46.4,60.2,71.4,44.8,60,36.4,42.6,0,0,0,,0,0,20.4,13.9,313.9,1016.1,2.7,6.2,258.2,22.2,9,10,2024-03-04T06:34:04,2024-03-04T18:15:41,0.8,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-03-05,75.2,44.4,60.9,75.2,44.4,60.9,32.2,35.8,0,0,0,,0,0,14.1,11.4,118.5,1018.3,0,6.2,262.5,22.8,9,10,2024-03-05T06:33:02,2024-03-05T18:16:16,0.83,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-03-06,78.9,50,65.4,78.9,50,65.4,32.4,30.9,0,0,0,,0,0,31.3,18.3,193.1,1016.7,12.2,6.2,261.6,22.5,9,10,2024-03-06T06:31:59,2024-03-06T18:16:51,0.87,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-03-07,71.6,53.6,62.9,71.6,53.6,62.9,37.5,39.2,0,0,0,,0,0,24.8,13.9,1.5,1016.5,0.8,6.2,265.9,22.9,9,10,2024-03-07T06:30:55,2024-03-07T18:17:26,0.9,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-03-08,75,46.4,61.4,75,46.4,61.4,33.9,37.5,0,0,0,,0,0,23.9,11.4,46.4,1017.5,21.2,6.2,262.4,22.8,9,10,2024-03-08T06:29:51,2024-03-08T18:18:01,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-03-09,77,48,63.3,77,44.8,62.9,27.2,27.8,0,0,0,,0,0,22.6,13.9,251.3,1017.3,4.2,6.2,273.4,23.7,9,10,2024-03-09T06:28:47,2024-03-09T18:18:35,0.97,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-03-10,82,53.6,68.9,79.8,53.6,68.5,25.3,19.6,0,0,0,,0,0,34.9,23,235.6,1015.5,37.4,5.9,246.3,21.3,9,10,2024-03-10T06:27:42,2024-03-10T18:19:09,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-03-11,75,57.2,68,75,57.2,68,30.1,24.8,0,0,0,,0,0,29.8,18.3,321.7,1018.9,1.4,6.2,275.7,24,9,10,2024-03-11T06:26:37,2024-03-11T18:19:42,0.03,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-03-12,73.4,49.8,61.5,73.4,49.8,61.5,31.9,35,0,0,0,,0,0,22.8,9.2,119.1,1024.5,6.6,6.2,277.5,24.1,9,10,2024-03-12T06:25:31,2024-03-12T18:20:16,0.07,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-03-13,86,52.1,69.8,82.7,52.1,69,34.4,28.4,0,0,0,,0,0,34.9,23,212,1018.7,17.8,6.1,261.7,22.5,9,10,2024-03-13T06:24:25,2024-03-13T18:20:49,0.1,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-03-14,77.1,60.8,68.8,77.1,60.8,68.8,55.3,64,0.213,100,45.83,rain,0,0,39.4,23,209,1017,76.9,6,199.3,17.2,8,10,2024-03-14T06:23:19,2024-03-14T18:21:22,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-03-15,82.4,59,70.2,81.5,59,69.9,55,65.2,0,0,0,rain,0,0,27.7,23,248.1,1016.1,62.6,6.2,246,21.2,9,10,2024-03-15T06:22:13,2024-03-15T18:21:54,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-03-16,73.4,59,66.5,73.4,59,66.5,36.9,33.8,0,0,0,,0,0,17.4,13.9,41.4,1019.3,92.3,6.2,204.1,17.7,7,10,2024-03-16T06:21:06,2024-03-16T18:22:27,0.2,Overcast,Cloudy skies throughout the day.,cloudy,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-03-17,84.2,53.6,69.6,82,53.6,69.2,44.9,42.2,0,0,0,,0,0,133.5,16.1,161.2,1018.2,61.6,6.2,258.1,22.3,9,10,2024-03-17T06:19:59,2024-03-17T18:22:59,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-03-18,86,59,71.3,85,59,71.1,56.8,63.8,0.232,100,33.33,rain,0,0,39.1,23,223,1013.3,55.2,4.8,235,20.4,8,10,2024-03-18T06:18:52,2024-03-18T18:23:31,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-03-19,67.8,57.2,61.9,67.8,57.2,61.9,50.4,69.4,0.272,100,41.67,rain,0,0,34.4,23,260.5,1013.9,43.9,5.8,199.1,17.1,7,10,2024-03-19T06:17:45,2024-03-19T18:24:03,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-03-20,68.3,48.2,59.2,68.3,48.2,59.2,42.4,56.1,0,0,0,,0,0,10.5,9.2,131.7,1020.1,1.9,6.2,286.8,24.8,10,10,2024-03-20T06:16:38,2024-03-20T18:24:35,0.34,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-03-21,77,51.8,63.9,77,51.8,63.9,49,60.9,0,0,0,rain,0,0,27.1,20.8,157.2,1017.8,19.6,6.2,262.5,22.6,9,10,2024-03-21T06:15:30,2024-03-21T18:25:07,0.37,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-03-22,77,57.2,67.3,77,57.2,67.3,42.6,46.9,0,0,0,rain,0,0,26.8,16.1,302.4,1012.2,15,6.2,288.4,25,10,10,2024-03-22T06:14:23,2024-03-22T18:25:39,0.4,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
