name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Hail, Saudi Arabia",2024-03-23,78.8,55.7,67.7,78.8,55.7,67.7,41.9,41.8,0,0,0,,0,0,30.4,18.3,110.1,1012.2,19.8,6.2,275.3,23.8,10,10,2024-03-23T06:13:15,2024-03-23T18:26:10,0.44,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-03-24,78.8,58.6,68.8,78.8,58.6,68.8,35.4,32.6,0,0,0,,0,0,36.5,25.3,244.9,1006.6,26.1,6,273.5,23.4,9,10,2024-03-24T06:12:08,2024-03-24T18:26:42,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-03-25,65.8,51.8,59.1,65.8,51.8,59.1,39.6,49.4,0,0,0,,0,0,28,25.3,297.8,1015.7,23.4,6.2,261.9,22.6,9,10,2024-03-25T06:11:00,2024-03-25T18:27:13,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-03-26,73.4,48.2,61.6,73.4,48.2,61.6,37.5,45.3,0,0,0,,0,0,18.6,9.2,245.2,1021.8,0,6.2,297.5,25.5,10,10,2024-03-26T06:09:53,2024-03-26T18:27:44,0.54,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-03-27,78.4,51.7,66.4,78.4,51.7,66.4,36.4,36.5,0,0,0,,0,0,16.8,11.4,41.3,1023,35.1,6.2,282.2,24.3,9,10,2024-03-27T06:08:46,2024-03-27T18:28:15,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-03-28,78.7,58.9,68.3,78.7,58.9,68.3,41.6,39.1,0,0,0,,0,0,23.3,13.9,113.7,1022.5,47.7,6.2,292.3,25.3,10,10,2024-03-28T06:07:38,2024-03-28T18:28:47,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,OEHL
"Hail, Saudi Arabia",2024-03-29,75.1,58.9,66.3,75.1,58.9,66.3,44.4,47.7,0.169,100,33.33,rain,0,0,30,18.3,168.8,1018,67.8,6.1,154.1,13.3,6,10,2024-03-29T06:06:31,2024-03-29T18:29:18,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,OEHL
"Hail, Saudi Arabia",2024-03-30,67.9,55.3,59.4,67.9,55.3,59.4,54.9,86.1,0.346,100,54.17,rain,0,0,21.3,116.3,141.2,1017.4,71.1,6,163,14,5,10,2024-03-30T06:05:24,2024-03-30T18:29:49,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,OEHL
"Hail, Saudi Arabia",2024-03-31,75.1,55.3,64.1,75.1,55.3,64.1,49.2,60.1,0,0,0,rain,0,0,26.4,11.4,77.2,1020.7,23.5,6.2,274.8,23.6,9,10,2024-03-31T06:04:17,2024-03-31T18:30:20,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,OEHL
"Hail, Saudi Arabia",2024-04-01,76.9,58.9,67.7,76.9,58.9,67.7,51.1,58.3,0,0,0,,0,0,22.6,18.3,82.5,1019.9,10.3,6.2,281.2,24.3,9,10,2024-04-01T06:03:10,2024-04-01T18:30:51,0.74,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-04-02,80.5,59,69.6,79,59,69.4,42.9,41.8,0,0,0,,0,0,19.7,16.1,88.2,1017.4,25.7,6.2,303.3,26.1,10,10,2024-04-02T06:02:04,2024-04-02T18:31:22,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-04-03,80.6,60.4,70.5,80.3,60.4,70.5,44.4,41,0,0,0,,0,0,20.1,9.2,50.5,1017,28.6,6.2,307.6,26.5,10,10,2024-04-03T06:00:58,2024-04-03T18:31:54,0.81,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-04-04,82.4,55,71.2,79.9,55,70.8,36,33,0,0,0,,0,0,12.5,6.9,153.4,1019.6,0,6.2,312.7,26.9,10,10,2024-04-04T05:59:52,2024-04-04T18:32:25,0.85,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-04-05,84.2,57,73,81.4,57,72.1,37.3,30,0,0,0,,0,0,26.8,11.4,194.1,1018.8,0.2,6.2,312.2,26.9,10,10,2024-04-05T05:58:46,2024-04-05T18:32:56,0.88,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-04-06,86.1,64.2,75.7,83.5,64.2,74.8,42.4,31.4,0.016,100,4.17,rain,0,0,29.1,11.4,204.2,1014.8,39.7,6.2,245.5,21.2,8,10,2024-04-06T05:57:41,2024-04-06T18:33:27,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-04-07,86,66,76.1,82.6,66,75.1,39.2,31.8,0,0,0,,0,0,32.2,25.3,253.6,1011,35.2,6.2,315.6,27.4,10,10,2024-04-07T05:56:36,2024-04-07T18:33:59,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-04-08,87.8,58.6,73.6,84.9,58.6,72.7,38.8,31.5,0,0,0,,0,0,27.1,20.8,217.3,1011.2,11.5,6.2,322.7,28,10,10,2024-04-08T05:55:32,2024-04-08T18:34:30,0,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-04-09,86,55.7,73,82.7,55.7,72.1,29.5,22.8,0,0,0,,0,0,25.7,18.3,236.6,1011.7,0,6.2,324.1,28,10,10,2024-04-09T05:54:28,2024-04-09T18:35:02,0.02,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-04-10,78.8,64.4,71.8,78.8,64.4,71.8,33.4,24.7,0,0,0,,0,0,34.4,23,281.7,1014.4,47.4,6.2,298.6,26,10,10,2024-04-10T05:53:24,2024-04-10T18:35:33,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-04-11,78.9,59,69.8,78.9,59,69.8,38,32.1,0,0,0,,0,0,17,9.2,44.2,1016.5,0.5,6.2,319,27.7,10,10,2024-04-11T05:52:21,2024-04-11T18:36:05,0.09,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-04-12,78.8,59.3,70.6,78.8,59.3,70.6,42.1,36.6,0,0,0,,0,0,20.4,13.9,59.5,1016.3,71.7,6.2,281.2,24.5,9,10,2024-04-12T05:51:18,2024-04-12T18:36:37,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-04-13,82.4,62.2,72.7,80.6,62.2,72.4,42.7,34.9,0,0,0,,0,0,19.2,16.1,80.6,1014,20.5,6.2,287.9,24.8,10,10,2024-04-13T05:50:16,2024-04-13T18:37:09,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-04-14,86,64.4,74,82.8,64.4,73.4,39.1,28.8,0.016,100,8.33,rain,0,0,26.2,13.9,112.9,1012.1,37.6,6.2,275,23.8,9,10,2024-04-14T05:49:14,2024-04-14T18:37:41,0.18,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-04-15,74.8,55,64.4,74.8,55,64.4,47.8,59.2,0.103,100,12.5,rain,0,0,27.5,23,64.3,1012.6,41.3,6.2,261.2,22.6,10,10,2024-04-15T05:48:13,2024-04-15T18:38:13,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-04-16,75.2,53.4,65.5,75.2,53.4,65.5,45.7,50.1,0,0,0,rain,0,0,27.3,13.9,16.6,1016.5,9.2,6.2,266.3,22.9,10,10,2024-04-16T05:47:12,2024-04-16T18:38:46,0.25,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-04-17,80.6,55.4,70.7,79.4,55.4,70.4,47.8,49.4,0,0,0,,0,0,12.5,4.7,183.7,1016.6,0,6.2,320.2,27.7,10,10,2024-04-17T05:46:13,2024-04-17T18:39:18,0.28,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-04-18,89.2,60.8,75.6,85.4,60.8,74.3,44.1,37.7,0,0,0,,0,0,15.7,16.1,239.6,1015.8,0,6.2,322.2,28,10,10,2024-04-18T05:45:13,2024-04-18T18:39:51,0.32,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-04-19,89.7,62.6,78.4,86.7,62.6,77,42.2,29.3,0,0,0,,0,0,20.4,13.9,120.2,1013.3,17.3,6.2,304.6,26.5,10,10,2024-04-19T05:44:15,2024-04-19T18:40:23,0.35,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-04-20,93.3,64,81.2,89.2,64,79.2,42.4,28.3,0,0,0,,0,0,25.7,18.3,235.8,1010.8,2.7,6.2,318.9,27.8,10,10,2024-04-20T05:43:17,2024-04-20T18:40:56,0.38,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-04-21,87.8,71.6,80.4,84.1,71.6,79.1,36.2,20.8,0,0,0,,0,0,33.3,27.7,313.2,1011.6,0,5.9,327.8,28.2,10,10,2024-04-21T05:42:20,2024-04-21T18:41:29,0.41,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-04-22,84.2,66.2,75.9,82,66.2,75.3,45.3,34.7,0,0,0,,0,0,27.7,16.1,16.1,1018.5,1.3,6.1,322.7,27.8,10,10,2024-04-22T05:41:23,2024-04-22T18:42:02,0.45,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-04-23,87.8,62.2,76.7,84.1,62.2,75.6,36,25,0,0,0,,0,0,21.9,13.9,2.6,1019.2,21.2,6.2,327.6,28.2,10,10,2024-04-23T05:40:28,2024-04-23T18:42:36,0.48,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-04-24,87.8,66,78.2,84.1,66,76.8,34,21.1,0,0,0,,0,0,20.8,9.2,22.8,1016.3,0,6.2,334.9,28.9,10,10,2024-04-24T05:39:33,2024-04-24T18:43:09,0.5,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-04-25,89.9,60.8,77.8,85.8,60.8,76.2,36.6,25,0,0,0,,0,0,15,9.2,95.3,1014,8.2,6.2,335,28.9,10,10,2024-04-25T05:38:39,2024-04-25T18:43:43,0.55,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-04-26,93.5,62.9,80.4,89.6,62.9,78.6,37.5,22.8,0,0,0,,0,0,19.7,13.9,73.3,1012.7,31.5,6.2,327.4,28.2,10,10,2024-04-26T05:37:45,2024-04-26T18:44:16,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-04-27,91.4,69.8,81.3,87.5,69.8,79.6,43.5,27.7,0.032,100,8.33,rain,0,0,29.3,13.9,238.7,1011.7,37,5.5,276,24,10,10,2024-04-27T05:36:53,2024-04-27T18:44:50,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-04-28,80.6,66.2,74,79.6,66.2,73.9,52,47.6,0.028,100,20.83,rain,0,0,36.9,23,246,1013.6,60.2,6.2,246.6,21.2,8,10,2024-04-28T05:36:01,2024-04-28T18:45:24,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-04-29,86,60.8,72.6,83.2,60.8,72.1,48.7,45.5,0.032,100,20.83,rain,0,0,38,32.2,209,1013.3,35.4,6,298,25.7,10,10,2024-04-29T05:35:11,2024-04-29T18:45:58,0.69,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-04-30,82.4,60.9,69.1,81.2,60.9,69,54.7,63,0.087,100,25,rain,0,0,34.4,23,225.4,1012.2,47.2,6.2,272.6,23.6,10,10,2024-04-30T05:34:21,2024-04-30T18:46:32,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-05-01,82.3,60.7,70.3,80.7,60.7,70.2,53,58.5,0.063,100,8.33,rain,0,0,16.3,16.1,153,1010.5,23.8,6.2,296.7,25.7,10,10,2024-05-01T05:33:33,2024-05-01T18:47:07,0.75,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-05-02,85.5,60.8,75,83.8,60.8,74.3,52.7,50.9,0,0,0,,0,0,21.9,16.1,262.8,1010.3,17.2,6.2,306.3,26.6,10,10,2024-05-02T05:32:45,2024-05-02T18:47:41,0.8,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-05-03,86.1,64.2,76.1,83.1,64.2,75.3,46,36.7,0,0,0,,0,0,28.6,18.3,298.8,1011.7,12.2,6.2,329.2,28.5,10,10,2024-05-03T05:31:58,2024-05-03T18:48:15,0.83,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-05-04,87.8,59,75.6,84.1,59,74.5,38.8,28.5,0,0,0,,0,0,16.1,11.4,252.5,1014.3,0,6.2,336.8,29,10,10,2024-05-04T05:31:12,2024-05-04T18:48:50,0.87,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-05-05,93.2,66.2,80.4,89,66.2,78.4,37.4,22.8,0,0,0,,0,0,29.8,20.8,248.7,1011.5,8.8,6.2,330.7,28.5,10,10,2024-05-05T05:30:28,2024-05-05T18:49:25,0.9,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-05-06,86,69.8,78.2,82.7,69.8,77.2,34.6,21.3,0,0,0,,0,0,33.1,23,271.2,1011.7,0.2,6.2,340.6,29.3,10,10,2024-05-06T05:29:44,2024-05-06T18:49:59,0.94,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-05-07,80.7,64.7,73.2,79.2,64.7,73,37.9,28.6,0,0,0,,0,0,25.3,16.1,4.2,1015.7,8.3,6.2,340.5,29.4,10,10,2024-05-07T05:29:01,2024-05-07T18:50:34,0.97,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-05-08,84.2,62.6,74.4,81.3,62.6,73.7,33.6,23.1,0,0,0,,0,0,19.5,11.4,53.8,1017.6,0.8,6.2,342.4,29.5,10,10,2024-05-08T05:28:20,2024-05-08T18:51:09,0,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-05-09,91.4,64,78.6,87.2,64,77.1,38.2,24,0,0,0,,0,0,28.2,16.1,119.3,1016.7,1.8,6.2,340.1,29.3,10,10,2024-05-09T05:27:39,2024-05-09T18:51:43,0.04,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-05-10,98.6,68.3,84.8,94.6,68.3,82.7,39.9,21.2,0,0,0,,0,0,29.1,13.9,208.6,1015.1,30.7,6.2,332.3,28.6,10,10,2024-05-10T05:27:00,2024-05-10T18:52:18,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-05-11,100.4,76.8,87.8,98.5,76.8,86.3,52.5,31.6,0.012,100,12.5,rain,0,0,30,18.3,230.9,1014.3,58.3,6.2,278.4,24,9,10,2024-05-11T05:26:22,2024-05-11T18:52:53,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-05-12,100.4,73.4,88.4,96.3,73.4,85.9,45.7,24.4,0,0,0,,0,0,24.2,13.9,224.4,1013.4,15.7,6.2,327.8,28,10,10,2024-05-12T05:25:45,2024-05-12T18:53:28,0.14,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-05-13,91.4,77,83.8,87.7,77,81.7,43.2,24.6,0,0,0,,0,0,26.4,18.3,329.3,1011.7,7,6.2,336.2,28.9,10,10,2024-05-13T05:25:09,2024-05-13T18:54:02,0.17,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-05-14,91.4,68,79.2,87.2,68,77.7,37.5,23.2,0,0,0,,0,0,27.7,18.3,66,1012.8,9.1,6.2,340.2,29.4,10,10,2024-05-14T05:24:35,2024-05-14T18:54:37,0.2,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-05-15,93.2,69.8,81.3,89,69.8,79.5,38.4,22,0,0,0,,0,0,28.6,20.8,81.8,1012.8,1.5,6.2,340.1,29.6,10,10,2024-05-15T05:24:01,2024-05-15T18:55:12,0.25,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-05-16,100.4,70.1,83.3,95.6,70.1,81.5,44.3,26.2,0,0,0,,0,0,18.6,11.4,44.3,1015,18.5,6.2,319.6,27.5,10,10,2024-05-16T05:23:29,2024-05-16T18:55:46,0.27,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-05-17,91.5,75,83.7,87.7,75,81.7,39.1,20.8,0,0,0,,0,0,21.7,16.1,15.4,1018.4,1.2,6.2,339.5,29.6,10,10,2024-05-17T05:22:58,2024-05-17T18:56:20,0.3,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-05-18,93.2,69.8,82.5,88.8,69.8,80.4,36.1,19.5,0,0,0,,0,0,20.1,9.2,56.8,1019,0,6.2,342.5,29.6,10,10,2024-05-18T05:22:28,2024-05-18T18:56:54,0.33,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-05-19,96.8,68,84.7,92.6,68,82.1,35.9,18.2,0,0,0,,0,0,21.9,16.1,246.7,1015.3,0,6.2,337.8,29.4,10,10,2024-05-19T05:22:00,2024-05-19T18:57:28,0.36,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-05-20,98.6,68.1,86.6,94.1,68.1,83.9,38.9,19.3,0,0,0,,0,0,23.7,16.1,316.3,1013.2,1.6,6.2,332.8,28.7,10,10,2024-05-20T05:21:33,2024-05-20T18:58:02,0.4,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-05-21,98.6,73.4,87.3,93.9,73.4,84.3,38.8,18.7,0,0,0,,0,0,23.7,23,284.1,1014,5.4,6.2,333.2,28.9,10,10,2024-05-21T05:21:07,2024-05-21T18:58:36,0.43,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-05-22,96.8,75.2,87,92.2,75.2,84.1,37.9,18.1,0,0,0,,0,0,19.9,16.1,333,1013.7,0,6.2,340.6,29.6,10,10,2024-05-22T05:20:42,2024-05-22T18:59:09,0.46,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-05-23,96.8,69.8,85.6,92.4,69.8,82.8,36.9,18.3,0,0,0,,0,0,14.8,13.9,288.4,1014.2,0,6.2,337.6,29.2,10,10,2024-05-23T05:20:19,2024-05-23T18:59:42,0.5,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-05-24,96.8,75.2,87.6,92.6,75.2,84.6,40.6,19.4,0,0,0,,0,0,18.3,20.8,354.9,1014,0,6.2,337.2,29.1,10,10,2024-05-24T05:19:57,2024-05-24T19:00:15,0.53,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-05-25,93.3,73.4,84.2,89.4,73.4,81.9,38.2,19.9,0,0,0,,0,0,23.3,11.4,12.9,1012.5,0,6.2,336.6,29.2,10,10,2024-05-25T05:19:36,2024-05-25T19:00:47,0.56,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-05-26,93.2,73.4,83.9,88.9,73.4,81.6,35.1,17.6,0,0,0,,0,0,20.4,13.9,39.3,1014.9,0,6.2,341.4,29.6,10,10,2024-05-26T05:19:17,2024-05-26T19:01:20,0.6,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-05-27,98.6,73.4,87.4,94.1,73.4,84.7,39,18.9,0,0,0,,0,0,23.9,18.3,82.1,1015.2,1.3,6.2,336.4,29.2,10,10,2024-05-27T05:18:59,2024-05-27T19:01:51,0.64,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-05-28,104,77.3,91,98.7,77.3,87.6,37.2,15.6,0,0,0,,0,0,32,20.8,103.7,1014.5,3.1,6.2,339.3,29.3,10,10,2024-05-28T05:18:42,2024-05-28T19:02:23,0.67,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-05-29,104.3,78.8,93.1,98.7,78.8,89.1,36.3,14.3,0,0,0,,0,0,24.2,18.3,256.9,1012.5,0,6.2,339.9,29.5,10,10,2024-05-29T05:18:27,2024-05-29T19:02:54,0.71,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-05-30,104,77.3,91.3,99.2,77.3,87.8,38,15.9,0,0,0,,0,0,22.1,11.4,331.9,1012.8,0,6.2,336.7,29.1,10,10,2024-05-30T05:18:12,2024-05-30T19:03:24,0.75,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-05-31,102.2,77,91.1,97.5,77,87.5,36.3,14.9,0,0,0,,0,0,22.4,11.4,24.2,1015.5,2.5,6.2,336,28.9,10,10,2024-05-31T05:18:00,2024-05-31T19:03:54,0.78,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-06-01,98.7,80.4,89.8,94.7,78.8,86.4,40.5,18,0,0,0,,0,0,25.1,16.1,52.4,1017.1,2.1,6.2,332.8,28.8,10,10,2024-06-01T05:17:48,2024-06-01T19:04:23,0.82,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-06-02,102.2,77.1,90.3,97.8,77.1,87.1,41,18.7,0,0,0,,0,0,23.9,11.4,75.7,1016.3,0,6.2,333.4,28.8,10,10,2024-06-02T05:17:38,2024-06-02T19:04:52,0.85,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-06-03,107.6,79.1,94,101.8,78.9,90.1,37.9,15.1,0,0,0,,0,0,26.2,18.3,216.7,1014.5,7.5,6.2,334.3,28.8,10,10,2024-06-03T05:17:29,2024-06-03T19:05:20,0.89,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-06-04,109.2,78.8,95.6,103.2,78.8,91.5,39.2,15,0,0,0,,0,0,18.8,9.2,29.1,1013,0.3,6.2,332.5,28.8,10,10,2024-06-04T05:17:21,2024-06-04T19:05:48,0.92,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-06-05,109,75.5,96.5,103,75.5,92.3,37.3,13.6,0,0,0,,0,0,16.8,9.2,10.1,1012.1,14.7,6.2,322.6,28,10,10,2024-06-05T05:17:15,2024-06-05T19:06:15,0.96,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-06-06,110.8,82.2,98,110.8,80,93.9,39.2,13.5,0,0,0,,0,0,23,13.9,313.7,1011.6,8.5,6.2,331.7,28.7,10,10,2024-06-06T05:17:10,2024-06-06T19:06:41,0,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-06-07,109,82.7,98.5,103,80.2,93.6,35.4,11.5,0,0,0,,0,0,24.8,16.1,342.3,1011.6,0,6.2,336.4,29.2,10,10,2024-06-07T05:17:06,2024-06-07T19:07:07,0.03,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-06-08,107.7,77,95.3,101.6,77,91.2,34.5,12.4,0,0,0,,0,0,25.9,51.4,233.5,1010.2,8.2,6.2,324.6,28.3,10,10,2024-06-08T05:17:04,2024-06-08T19:07:32,0.06,Clear,Clear conditions throughout the day.,wind,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-06-09,107.6,82.4,97.3,102.1,80.1,92.9,38.4,13.5,0,0,0,,0,0,24.2,18.3,261,1009.3,36.7,6.2,282.3,24.3,9,10,2024-06-09T05:17:03,2024-06-09T19:07:56,0.09,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-06-10,100.7,87.4,94.2,96.1,83.8,89.8,35.1,12.7,0,0,0,,0,0,26.4,18.3,274.3,1011.1,14.9,6.2,329.9,28.5,10,10,2024-06-10T05:17:03,2024-06-10T19:08:19,0.12,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-06-11,102.2,80.7,91.8,97.3,79.1,87.9,38.1,15.6,0,0,0,,0,0,20.6,11.4,22.9,1012.8,0,6.2,332.5,28.9,10,10,2024-06-11T05:17:04,2024-06-11T19:08:42,0.16,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-06-12,100.7,78.8,92.3,95.7,78.8,88.5,37.2,14.9,0,0,0,,0,0,18.3,13.9,42.2,1013.8,0,6.2,330.1,28.6,10,10,2024-06-12T05:17:07,2024-06-12T19:09:03,0.19,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2024-06-13,104.3,82.4,94.3,99.2,80,90,34.6,12.6,0,0,0,,0,0,23,18.3,359.1,1014.2,0.1,6.2,334.5,29,10,10,2024-06-13T05:17:11,2024-06-13T19:09:24,0.22,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
