name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Hail, Saudi Arabia",2022-09-18,103.6,73.5,89.7,98.1,73.5,86.5,33.7,14.3,0,0,0,,0,0,20.6,11.4,273.1,1012.2,2.1,6.2,278.3,23.9,9,10,2022-09-18T05:59:31,2022-09-18T18:14:37,0.75,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2022-09-19,102.2,73.4,90,96.9,73.4,86.7,33.9,14.1,0,0,0,,0,0,15.9,11.4,168.1,1012.4,40.5,6.2,248.4,21.4,9,10,2022-09-19T05:59:58,2022-09-19T18:13:27,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2022-09-20,100.4,80.2,90.3,95.8,79.2,86.9,41.4,19,0,0,0,,0,0,19.5,16.1,345.6,1010.8,31.5,6.2,261.1,22.6,9,10,2022-09-20T06:00:25,2022-09-20T18:12:17,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2022-09-21,97.1,78.8,88.3,93.1,78.8,85.4,45.1,22.9,0,0,0,,0,0,16.6,13.9,1,1010.5,20.9,6.6,271.9,23.5,9,10,2022-09-21T06:00:53,2022-09-21T18:11:07,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,remote,OEHL"
"Hail, Saudi Arabia",2022-09-22,91.4,71.4,83.5,87.9,71.4,81.6,46.4,27.7,0,0,0,,0,0,23.3,13.9,5.1,1012.5,0,6.2,273,23.8,9,10,2022-09-22T06:01:21,2022-09-22T18:09:57,0.89,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2022-09-23,91.4,75,82.9,87.7,75,81,43.6,25.8,0,0,0,,0,0,21,11.4,38.3,1016.1,0,6.2,272.9,23.6,9,10,2022-09-23T06:01:48,2022-09-23T18:08:47,0.92,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2022-09-24,95.3,71.6,83.4,91.3,71.6,81.5,40.9,22.5,0,0,0,,0,0,17,9.2,40.6,1018.3,0,6.2,268.7,23.1,9,10,2022-09-24T06:02:16,2022-09-24T18:07:37,0.95,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2022-09-25,93.2,68,82.4,89.4,68,80.4,41.5,23.9,0,0,0,,0,0,24.6,11.4,40,1018,0,6.2,268.9,23.2,9,10,2022-09-25T06:02:44,2022-09-25T18:06:27,0.98,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2022-09-26,93.2,67.6,82.5,89.4,67.6,80.6,44.7,27.7,0,0,0,,0,0,20.8,11.4,37.4,1018.5,0,6.2,268,23.1,9,10,2022-09-26T06:03:12,2022-09-26T18:05:18,0,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2022-09-27,95,66.2,83.1,90.6,66.2,80.8,39.4,22.4,0,0,0,,0,0,19.7,16.1,324.8,1017.9,1.6,6.2,265.3,23,9,10,2022-09-27T06:03:41,2022-09-27T18:04:09,0.05,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2022-09-28,95,68,82.6,90.6,68,80.3,36.9,20.1,0,0,0,,0,0,16.8,13.9,276.4,1016.1,1.1,6.2,262.9,22.9,9,10,2022-09-28T06:04:09,2022-09-28T18:02:59,0.09,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2022-09-29,91.4,69.8,80.6,87.2,69.8,79,37.2,21.9,0,0,0,,0,0,22.6,13.9,4.6,1015.4,0,6.2,266.2,23,9,10,2022-09-29T06:04:38,2022-09-29T18:01:51,0.12,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2022-09-30,89.6,62.6,77.3,85.7,62.6,75.9,34.4,21.4,0,0,0,,0,0,19.9,13.9,31.9,1016.5,0,6.2,265.1,23,9,10,2022-09-30T06:05:07,2022-09-30T18:00:42,0.16,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2022-10-01,91.2,64.7,78.3,87.1,64.7,76.9,41.4,27.8,0,0,0,,0,0,15,6.9,103.1,1016.8,0,6.2,264.1,22.9,9,10,2022-10-01T06:05:36,2022-10-01T17:59:34,0.2,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2022-10-02,93.3,62.6,79.2,88.8,62.6,77.2,34.3,20.8,0,0,0,,0,0,13.6,11.4,185.5,1014.3,0,6.2,262.2,22.6,9,10,2022-10-02T06:06:05,2022-10-02T17:58:26,0.23,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2022-10-03,95,60.8,79.7,90.2,60.8,77.8,30.7,17.4,0,0,0,,0,0,20.1,11.4,156.2,1012.8,0,6.2,261.1,22.6,9,10,2022-10-03T06:06:35,2022-10-03T17:57:18,0.25,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2022-10-04,96.8,64.4,82.8,92.2,64.4,80.4,33.5,17.5,0,0,0,,0,0,25.9,16.1,185.7,1015.2,27.1,6.2,234.6,20.2,9,10,2022-10-04T06:07:05,2022-10-04T17:56:11,0.3,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2022-10-05,95,71.6,83.9,90.3,71.6,81.5,34.3,17.5,0,0,0,,0,0,27.1,16.1,166.8,1019.1,22.8,6.2,225.4,19.5,8,10,2022-10-05T06:07:35,2022-10-05T17:55:04,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2022-10-06,95,66.2,82.5,90.3,66.2,80.3,32.1,17,0,0,0,,0,0,16.8,9.2,120.7,1018.1,0.4,6.2,252.1,21.8,9,10,2022-10-06T06:08:05,2022-10-06T17:53:58,0.37,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2022-10-07,96.8,64.7,81.5,91.8,64.7,79.3,29.4,15.4,0,0,0,,0,0,20.1,9.2,134.2,1016.8,0,6.2,253.7,21.9,9,10,2022-10-07T06:08:36,2022-10-07T17:52:52,0.41,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2022-10-08,96.8,66.2,81.4,91.9,66.2,79.2,30.2,16.3,0,0,0,,0,0,14.5,6.9,165.5,1016.6,0,6.2,253.3,21.8,9,10,2022-10-08T06:09:07,2022-10-08T17:51:46,0.45,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2022-10-09,98.6,66,82.2,93.6,66,79.8,31.5,16.6,0,0,0,,0,0,17.2,9.2,183.4,1016.8,0,6.2,252,21.4,9,10,2022-10-09T06:09:39,2022-10-09T17:50:41,0.5,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2022-10-10,97.1,62.9,81.5,92.3,62.9,79.2,32,17.2,0,0,0,,0,0,20.6,13.9,211.6,1018.5,0,6.2,251.9,21.6,9,10,2022-10-10T06:10:10,2022-10-10T17:49:37,0.52,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2022-10-11,95,62.6,80.8,90.4,62.6,78.7,31,17.1,0,0,0,,0,0,24.6,12.3,183.2,1018,0,6.2,249.5,21.4,9,10,2022-10-11T06:10:43,2022-10-11T17:48:33,0.55,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2022-10-12,94.6,64.2,80.8,89.9,64.2,78.7,29.2,16,0,0,0,,0,0,26.6,11.4,202.5,1017.6,0,6.2,247.4,21.4,9,10,2022-10-12T06:11:15,2022-10-12T17:47:30,0.58,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2022-10-13,93.2,62.6,80.2,88.6,62.6,78.2,25.6,14.2,0,0,0,,0,0,30.4,23,202.7,1017,0,6.2,246.5,21.4,9,10,2022-10-13T06:11:48,2022-10-13T17:46:28,0.61,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2022-10-14,91.7,62.7,79.5,87.4,62.7,77.7,28.6,15.9,0,0,0,,0,0,33.6,23,187.9,1016.1,0,6.2,244.1,21.2,8,10,2022-10-14T06:12:21,2022-10-14T17:45:26,0.64,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2022-10-15,93.3,65.8,80,88.7,65.8,78.2,29.8,16.6,0,0,0,,0,0,24.6,13.9,198.2,1016,0,6.2,242.3,20.9,8,10,2022-10-15T06:12:55,2022-10-15T17:44:25,0.68,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2022-10-16,93.3,64.4,79.3,88.8,64.4,77.5,31.1,17.9,0,0,0,,0,0,20.8,11.4,211,1018.2,1.1,6.2,240.9,20.8,8,10,2022-10-16T06:13:29,2022-10-16T17:43:24,0.71,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2022-10-17,91.4,64.4,79.2,87.1,64.4,77.5,31.6,18.3,0,0,0,,0,0,21.9,16.6,203.4,1020.2,6.5,6.2,240.6,20.8,8,10,2022-10-17T06:14:03,2022-10-17T17:42:25,0.75,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2022-10-18,93,60.8,77.6,88.5,60.8,76,30.5,18.7,0,0,0,,0,0,21.9,11.4,187.6,1020.1,5.8,6.2,238.7,20.5,8,10,2022-10-18T06:14:38,2022-10-18T17:41:26,0.77,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2022-10-19,91.4,59,76.8,87.1,59,75.1,26.2,16.1,0,0,0,,0,0,19.5,9.2,194.5,1018.6,4.8,6.2,238.9,20.7,8,10,2022-10-19T06:15:13,2022-10-19T17:40:28,0.81,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2022-10-20,92.8,59.1,78.1,88.3,59.1,76.3,26.4,15.7,0,0,0,,0,0,25.7,23,233.3,1017.3,9.9,6.2,236.3,20.4,8,10,2022-10-20T06:15:49,2022-10-20T17:39:31,0.84,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2022-10-21,91.4,60.6,77.7,87.1,60.6,76,30.9,19.5,0,0,0,,0,0,16.1,9.2,183.5,1018.1,0.5,6.2,233.5,20.3,8,10,2022-10-21T06:16:25,2022-10-21T17:38:34,0.87,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2022-10-22,91.4,60.8,78,87.1,60.8,76.3,27.9,16.5,0,0,0,,0,0,27.1,16.1,200.8,1019.5,0,6.2,232.8,20.1,8,10,2022-10-22T06:17:02,2022-10-22T17:37:39,0.9,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2022-10-23,91.7,60.6,76.9,87.3,60.6,75.3,29.3,18,0,0,0,,0,0,25.7,16.1,198.7,1020.4,0,6.2,230.5,19.8,8,10,2022-10-23T06:17:39,2022-10-23T17:36:44,0.93,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2022-10-24,91.4,62.6,78,87.2,62.6,76.4,31.9,19.2,0,0,0,,0,0,23.9,13.9,207.8,1018.1,3.6,6.2,228.9,19.8,8,10,2022-10-24T06:18:16,2022-10-24T17:35:51,0.97,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2022-10-25,91.4,62.6,78.3,87.2,62.6,76.7,33.4,20.2,0,0,0,,0,0,19.7,11.4,167,1016.9,9.4,6.2,226.2,19.7,8,10,2022-10-25T06:18:54,2022-10-25T17:34:58,0,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2022-10-26,89.7,62.6,78.5,85.8,62.6,77,35.2,21.2,0,0,0,,0,0,28.9,20.8,193.8,1018.2,46.2,6,216.3,18.6,8,10,2022-10-26T06:19:32,2022-10-26T17:34:07,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2022-10-27,89.6,62.6,77.2,87,62.6,76.2,51.4,45.9,0.008,100,4.17,rain,0,0,23,11.4,243.8,1018.5,60.8,6.2,195.3,16.8,7,10,2022-10-27T06:20:11,2022-10-27T17:33:16,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"40394099999,OEHL"
"Hail, Saudi Arabia",2022-10-28,89.6,64.4,77.4,85.9,64.4,76.2,42.7,30.4,0,0,0,,0,0,17.2,11.4,51.8,1018.7,5.4,6.2,216.9,18.7,8,10,2022-10-28T06:20:50,2022-10-28T17:32:27,0.1,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2022-10-29,91.4,62.6,77.5,87.1,62.6,76.1,35.2,24,0,0,0,,0,0,21.9,16.1,171.7,1017.4,14.3,6.2,215.7,18.7,8,10,2022-10-29T06:21:30,2022-10-29T17:31:39,0.14,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2022-10-30,91.4,64,77.5,87.4,64,76.1,34.9,21.8,0,0,0,,0,0,29.3,20.8,200.7,1017.1,45.7,6.2,217.6,18.8,8,10,2022-10-30T06:22:10,2022-10-30T17:30:51,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2022-10-31,89.6,64.4,76.6,85.8,64.4,75.3,37.8,25,0,0,0,,0,0,21.3,13.9,207.1,1017,43.4,6.2,205.6,17.8,7,10,2022-10-31T06:22:51,2022-10-31T17:30:05,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2022-11-01,89.6,64.2,76.9,86.5,64.2,75.7,42,29.1,0,0,0,,0,0,16.6,11.4,218.4,1016.5,44.8,6.2,201,17.4,8,10,2022-11-01T06:23:32,2022-11-01T17:29:20,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2022-11-02,82.7,66.2,73,81,66.2,72.8,45.2,37.3,0,0,0,rain,0,0,17,11.4,53.2,1015.5,45.4,6.2,174,14.9,7,10,2022-11-02T06:24:13,2022-11-02T17:28:37,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2022-11-03,74.8,60.8,67.6,74.8,60.8,67.6,52.3,59,0,0,0,,0,0,19.5,13.9,47.1,1017.4,13.3,6.2,210,18.1,8,10,2022-11-03T06:24:55,2022-11-03T17:27:54,0.32,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2022-11-04,77,57.2,67.3,77,57.2,67.3,44.8,45.4,0,0,0,,0,0,20.6,9.2,115.9,1019.3,32,6.2,209,18,8,10,2022-11-04T06:25:37,2022-11-04T17:27:13,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2022-11-05,80.6,57.2,69.9,79.6,57.2,69.7,42.2,37.7,0,0,0,,0,0,23.7,9.2,195.1,1017.9,64.3,6.2,189.3,16.2,7,10,2022-11-05T06:26:20,2022-11-05T17:26:33,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2022-11-06,80.6,51.8,68.1,79.1,51.8,68,41.3,40.1,0,0,0,,0,0,15.4,9.2,57.9,1018,0.1,5.7,211.9,18.4,8,10,2022-11-06T06:27:03,2022-11-06T17:25:55,0.43,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2022-11-07,80.6,57.2,68.8,79.6,57.2,68.6,43.6,41,0,0,0,,0,0,18.3,11.4,146,1017.5,0,6.2,208.9,17.8,8,10,2022-11-07T06:27:47,2022-11-07T17:25:17,0.46,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2022-11-08,77,58.9,67.9,77,58.9,67.9,39.6,36.6,0,0,0,,0,0,26.4,13.9,273.6,1015.5,7.8,6.2,208.9,18,8,10,2022-11-08T06:28:30,2022-11-08T17:24:41,0.5,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2022-11-09,79.1,50,66.4,79.1,50,66.4,36.8,35,0,0,0,,0,0,15.2,11.4,160.7,1016.8,20.9,6.2,206.3,17.7,8,10,2022-11-09T06:29:15,2022-11-09T17:24:07,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2022-11-10,82,55.4,68.2,80.4,55.4,68.1,39.9,36.2,0.008,100,8.33,rain,0,0,20.8,13.9,173,1017.6,54.5,6.1,195.1,16.9,7,10,2022-11-10T06:29:59,2022-11-10T17:23:34,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"40394099999,OEHL"
"Hail, Saudi Arabia",2022-11-11,78.8,60.8,66.2,78.8,60.8,66.2,58.6,77.9,0.647,100,54.17,rain,0,0,25.9,18.3,235.5,1019.4,71,6,144.1,12.5,6,10,2022-11-11T06:30:44,2022-11-11T17:23:02,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"40394099999,OEHL"
"Hail, Saudi Arabia",2022-11-12,73.4,59,64.9,73.4,59,64.9,60.4,86.2,0.274,100,58.33,rain,0,0,21,23,183.9,1021.9,74.6,5.6,145.7,12.5,6,10,2022-11-12T06:31:29,2022-11-12T17:22:32,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"40394099999,OEHL"
"Hail, Saudi Arabia",2022-11-13,78.8,60.6,67.4,78.8,60.6,67.4,58.7,76.7,0,0,0,,0,0,22.6,11.4,112.9,1021.8,48.5,5.8,156.1,13.3,6,10,2022-11-13T06:32:14,2022-11-13T17:22:03,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2022-11-14,80.6,57.5,67.1,81.1,57.5,67.1,60.6,82.2,0,0,0,,0,0,21,13.9,69.6,1019.6,38.3,5.3,180.8,15.6,7,10,2022-11-14T06:33:00,2022-11-14T17:21:35,0.69,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2022-11-15,82.4,60.8,69.8,82.5,60.8,69.8,60.3,74.8,0.004,100,4.17,rain,0,0,11.6,9.2,58.1,1018,36.4,5.2,180.9,15.7,7,10,2022-11-15T06:33:46,2022-11-15T17:21:09,0.72,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"40394099999,OEHL"
"Hail, Saudi Arabia",2022-11-16,78.8,62.6,68.1,78.8,62.6,68.1,61.4,81,0.185,100,33.33,rain,0,0,26.4,13.9,220.6,1015.8,43.2,5.9,181.5,15.6,7,10,2022-11-16T06:34:32,2022-11-16T17:20:45,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"40394099999,OEHL"
"Hail, Saudi Arabia",2022-11-17,75.2,60.6,65.9,75.2,60.6,65.9,61.1,85.7,0.068,100,37.5,rain,0,0,19.9,11.4,201.8,1017.3,79,6.1,140.5,12.2,6,10,2022-11-17T06:35:18,2022-11-17T17:20:22,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"40394099999,OEHL"
"Hail, Saudi Arabia",2022-11-18,64.5,59,61.4,64.5,59,61.4,60.5,97,0.052,100,37.5,rain,0,0,18.3,16.1,92.5,1020.4,75.7,3.1,53.4,4.5,2,10,2022-11-18T06:36:05,2022-11-18T17:20:01,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"40394099999,OEHL"
"Hail, Saudi Arabia",2022-11-19,58.6,53.6,55.8,58.6,53.6,55.8,54.1,94,0.725,100,87.5,rain,0,0,23.3,16.1,79.1,1023.5,75.8,3.4,77,6.7,3,10,2022-11-19T06:36:51,2022-11-19T17:19:41,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"40394099999,OEHL"
"Hail, Saudi Arabia",2022-11-20,64.4,51.6,57.2,64.4,51.6,57.2,50.9,80.9,0.087,100,16.67,rain,0,0,18.8,11.4,58.4,1025.5,29.6,5.6,178.1,15.4,7,10,2022-11-20T06:37:38,2022-11-20T17:19:22,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"40394099999,OEHL"
"Hail, Saudi Arabia",2022-11-21,71.9,49.6,59.6,71.9,48,59.5,46.9,66.3,0,0,0,,0,0,12.5,11.4,124.6,1023.8,5.6,6,187.3,16.2,7,10,2022-11-21T06:38:25,2022-11-21T17:19:06,0.92,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2022-11-22,75.7,51.8,62.7,75.7,51.8,62.7,50,67.2,0,0,0,,0,0,21.3,13.9,208.9,1021.5,17.8,6.2,180.7,15.6,7,10,2022-11-22T06:39:12,2022-11-22T17:18:51,0.95,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2022-11-23,78.8,57.2,66.8,78.8,57.2,66.8,44,46.9,0,0,0,,0,0,22.8,18.3,211.5,1019,59.4,6.2,155.9,13.4,6,10,2022-11-23T06:39:58,2022-11-23T17:18:37,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2022-11-24,71.6,57.2,62.7,71.6,57.2,62.7,46.4,55.9,0.157,100,25,rain,0,0,30,13.9,209.1,1016.5,47.8,5.9,105.5,9.1,4,10,2022-11-24T06:40:45,2022-11-24T17:18:25,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"40394099999,OEHL"
"Hail, Saudi Arabia",2022-11-25,71.9,53.7,63.5,71.9,53.7,63.5,49,59.5,0.012,100,12.5,rain,0,0,22.1,18.3,243,1016.3,18.9,6.2,179.3,15.5,7,10,2022-11-25T06:41:32,2022-11-25T17:18:15,0.05,Rain,Clear conditions throughout the day with early morning rain.,rain,"40394099999,OEHL"
"Hail, Saudi Arabia",2022-11-26,75.2,50,63,75.2,50,63,48.5,62.7,0,0,0,,0,0,14.5,6.9,106.8,1019,0.1,6.2,185.7,16,7,10,2022-11-26T06:42:18,2022-11-26T17:18:06,0.09,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2022-11-27,80.6,55.4,67.6,79.7,55.4,67.5,48.1,55.4,0,0,0,,0,0,17,18.3,173.4,1017.8,32.2,6.1,151.2,13,6,10,2022-11-27T06:43:05,2022-11-27T17:17:59,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2022-11-28,78.8,60.8,68.8,78.8,60.8,68.8,46.5,45.6,0,0,0,,0,0,28.4,18.3,204,1017,72.2,6.2,137.5,11.8,6,10,2022-11-28T06:43:51,2022-11-28T17:17:53,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2022-11-29,76.6,57.2,67.4,76.6,57.2,67.4,39.5,36.7,0.024,100,12.5,rain,0,0,34.2,25.3,199.8,1016.1,77.8,5.6,154.2,13.5,6,10,2022-11-29T06:44:37,2022-11-29T17:17:49,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"40394099999,OEHL"
"Hail, Saudi Arabia",2022-11-30,69.9,55.4,62.5,69.9,55.4,62.5,50.6,66.2,0,0,0,,0,0,14.1,11.4,68.3,1017.8,22.8,6.2,179.6,15.5,7,10,2022-11-30T06:45:23,2022-11-30T17:17:47,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2022-12-01,71.6,51.8,61.3,71.6,51.8,61.3,52.3,73.1,0,0,0,,0,0,17.2,11.4,66.9,1021,45.5,6.1,171.7,14.7,6,10,2022-12-01T06:46:09,2022-12-01T17:17:46,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2022-12-02,78.8,53.4,65,78.8,53.4,65,47.6,58.5,0,0,0,,0,0,21.3,13.9,170,1019.5,23.1,6.2,167.4,14.5,6,10,2022-12-02T06:46:54,2022-12-02T17:17:47,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2022-12-03,77,57,65,77,57,65,46.1,53.2,0,0,0,,0,0,20.4,9.2,75.3,1018.2,32.1,6.2,173,14.8,7,10,2022-12-03T06:47:39,2022-12-03T17:17:49,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2022-12-04,71.6,53.6,61.9,71.6,53.6,61.9,48.1,62,0,0,0,,0,0,18.3,11.4,48.1,1018.9,48.9,5.9,160.9,13.9,6,10,2022-12-04T06:48:23,2022-12-04T17:17:53,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2022-12-05,62.7,51.8,56.5,62.7,51.8,56.5,48.4,74.6,0.008,100,8.33,rain,0,0,18.8,13.9,63.9,1019.5,59.1,5.5,150.7,13.1,6,10,2022-12-05T06:49:07,2022-12-05T17:17:59,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"40394099999,OEHL"
"Hail, Saudi Arabia",2022-12-06,62.9,51.8,55.8,62.9,51.8,55.8,50.1,81.8,0.131,100,29.17,rain,0,0,16.1,9.2,78.5,1019.1,68.6,3.4,107.5,9.3,5,10,2022-12-06T06:49:51,2022-12-06T17:18:06,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"40394099999,OEHL"
"Hail, Saudi Arabia",2022-12-07,64.7,51.8,57,64.7,51.8,57,51.7,82.7,0.056,100,29.17,rain,0,0,15.2,9.2,101.4,1020.1,58.7,4.7,128.9,11.2,6,10,2022-12-07T06:50:34,2022-12-07T17:18:15,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"40394099999,OEHL"
"Hail, Saudi Arabia",2022-12-08,68.1,53.6,59.7,68.1,53.6,59.7,50.4,73.6,0.004,100,4.17,rain,0,0,15.7,9.2,121.5,1022.1,68.8,4.7,149.9,12.9,7,10,2022-12-08T06:51:16,2022-12-08T17:18:25,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"40394099999,OEHL"
