name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Hail, Saudi Arabia",2023-01-11,53.6,39.2,44.8,53.6,34.2,43.8,38.5,79.9,0,0,0,,0,0,11.6,11.4,79.9,1025.5,41.8,5.1,167.4,14.4,7,10,2023-01-11T07:05:06,2023-01-11T17:36:44,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2023-01-12,59,35.6,47.2,59,35.6,46.9,37.6,70.6,0,0,0,,0,0,21,13.9,181.5,1021.6,38.6,6.2,104.3,9,5,10,2023-01-12T07:05:07,2023-01-12T17:37:31,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2023-01-13,66.5,42.8,53.6,66.5,38.6,52.3,42.6,70,0,0,0,,0,0,15.7,11.4,210.2,1018.6,22.9,6.2,173.3,15,7,10,2023-01-13T07:05:05,2023-01-13T17:38:19,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2023-01-14,66.3,46.4,55.2,66.3,44.1,54.4,42.3,66.4,0,0,0,,0,0,19.2,13.9,241.5,1017,18.7,5.9,182.6,15.7,7,10,2023-01-14T07:05:03,2023-01-14T17:39:06,0.75,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2023-01-15,59,39.2,49.1,59,35.8,48.7,38.5,70.4,0,0,0,,0,0,13.6,9.2,88.6,1020.2,69.3,6.2,154.9,13.4,6,10,2023-01-15T07:04:58,2023-01-15T17:39:54,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2023-01-16,59,44.6,51.1,59,42.1,50.6,47.2,86.6,0.004,100,4.17,rain,0,0,20.6,13.9,189.5,1017.4,67.4,5.1,122.8,10.6,5,10,2023-01-16T07:04:53,2023-01-16T17:40:43,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"40394099999,OEHL"
"Hail, Saudi Arabia",2023-01-17,59,46.4,51.8,59,42.6,50.7,39.7,64.5,0,0,0,,0,0,26.8,16.6,325.4,1020.3,17.5,6.1,175.2,15.1,7,10,2023-01-17T07:04:45,2023-01-17T17:41:31,0.85,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2023-01-18,57.3,37.4,47,57.3,35.8,46.6,36.4,68.5,0,0,0,,0,0,16.8,9.2,74.6,1025.1,39.5,5,190.3,16.3,7,10,2023-01-18T07:04:36,2023-01-18T17:42:20,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2023-01-19,61.1,33.8,48.3,61.1,31.6,47.9,32.3,61.1,0,0,0,,0,0,18.1,9.2,144.7,1025.3,0,6.2,196.8,17.1,7,10,2023-01-19T07:04:26,2023-01-19T17:43:09,0.92,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2023-01-20,66.2,41,52.8,66.2,36.4,51.8,35.8,56.4,0,0,0,,0,0,22.8,11.4,203.1,1021.3,10.2,6.1,190.1,16.5,7,10,2023-01-20T07:04:14,2023-01-20T17:43:57,0.95,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2023-01-21,73.4,46.4,58.2,73.4,41.1,57.7,37.8,49.3,0,0,0,,0,0,21.7,11.4,220.8,1018.8,21.5,6.2,189.2,16.4,7,10,2023-01-21T07:04:00,2023-01-21T17:44:46,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2023-01-22,71.6,49.8,59.4,71.6,48.2,59.4,41,53.5,0,0,0,,0,0,18.3,11.4,168.5,1017.8,39.6,6.2,153.5,13.2,6,10,2023-01-22T07:03:45,2023-01-22T17:45:35,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2023-01-23,66.2,47.8,57,66.2,47.8,57,46.6,69.5,0,0,0,,0,0,19.5,9.2,42.4,1019.1,36.5,6.2,177.2,15.2,7,10,2023-01-23T07:03:28,2023-01-23T17:46:24,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2023-01-24,51.9,45.6,49.9,51.9,45.6,49.7,48.3,94.1,0,0,0,,0,0,19.9,9.2,65.5,1020.5,60,4.2,155.4,13.5,6,10,2023-01-24T07:03:10,2023-01-24T17:47:13,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2023-01-25,59,48.2,52,59,46.3,51.7,47.9,86.9,0,0,0,rain,0,0,19.7,13.9,81.7,1018.4,62.7,4.4,169.8,14.6,7,10,2023-01-25T07:02:50,2023-01-25T17:48:02,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2023-01-26,60.8,46.4,52.2,60.8,46.3,52,42.9,74.2,0,0,0,,0,0,14.1,11.4,86.3,1019.8,36.6,5.1,177.2,15.3,7,10,2023-01-26T07:02:29,2023-01-26T17:48:51,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2023-01-27,62.6,46.4,53.1,62.6,44.1,52.6,45.2,76.3,0,0,0,,0,0,16.3,11.4,173.2,1021.4,42.3,5,201.9,17.4,8,10,2023-01-27T07:02:06,2023-01-27T17:49:39,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2023-01-28,66.2,39.2,53.1,66.2,33,51.4,41.7,66.3,0,0,0,,0,0,23.3,16.1,213,1021,14.8,6.2,203.5,17.5,8,10,2023-01-28T07:01:42,2023-01-28T17:50:28,0.25,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2023-01-29,78.6,50,62.3,78.6,50,62.3,43.3,54.8,0,0,0,,0,0,24.2,13.9,222.2,1016.7,36.7,6.2,197.3,16.9,7,10,2023-01-29T07:01:16,2023-01-29T17:51:16,0.25,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2023-01-30,78.8,49.6,63.5,78.8,46.8,63.4,43.5,50.6,0,0,0,,0,0,26.4,23,227.8,1013.4,33.2,6.2,202.4,17.4,7,10,2023-01-30T07:00:49,2023-01-30T17:52:04,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2023-01-31,76.6,51.8,62.1,76.6,51.8,62.1,46.9,59.2,0.047,100,12.5,rain,0,0,45.6,32.2,253.7,1011.1,33.6,5.8,136.1,11.7,5,10,2023-01-31T07:00:20,2023-01-31T17:52:52,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"40394099999,OEHL"
"Hail, Saudi Arabia",2023-02-01,66.3,42.8,53.9,66.3,42.8,53.8,32.3,50.5,0,0,0,,0,0,24.4,16.1,260.5,1015,1.2,6.1,209.8,18.2,8,10,2023-02-01T06:59:50,2023-02-01T17:53:39,0.35,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2023-02-02,57.3,42.8,50.8,57.3,38.6,49.9,30.4,46.8,0,0,0,,0,0,23.5,13.9,322.4,1019.7,0,6.2,213.2,18.4,8,10,2023-02-02T06:59:19,2023-02-02T17:54:27,0.39,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2023-02-03,57.2,35.6,48.8,57.2,35.6,48.2,28.3,45.7,0,0,0,,0,0,14.1,9.2,106.2,1023.4,4.6,6.2,216.5,18.8,8,10,2023-02-03T06:58:46,2023-02-03T17:55:14,0.42,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2023-02-04,66.2,39.2,53.5,66.2,37.2,52.7,29.4,41.6,0,0,0,,0,0,29.1,18.3,251.4,1017.8,0.9,6.2,212.1,18.4,8,10,2023-02-04T06:58:12,2023-02-04T17:56:01,0.45,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2023-02-05,67.8,35.6,53.1,67.8,33.5,52.8,28.5,41.9,0,0,0,,0,0,22.1,16.1,185.5,1016,51.7,6.2,206,17.8,7,10,2023-02-05T06:57:37,2023-02-05T17:56:47,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2023-02-06,71.2,48.2,59.6,71.2,43.3,58.9,22.2,27.4,0,0,0,,0,0,31.8,27.7,249.9,1012.5,48.7,6.2,215.5,18.5,8,10,2023-02-06T06:57:00,2023-02-06T17:57:33,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2023-02-07,62.6,48.2,55.4,62.6,48.2,55.4,29.1,37.1,0,0,0,,0,0,22.8,20.8,254,1015.8,80.2,6.1,180.6,15.6,7,10,2023-02-07T06:56:22,2023-02-07T17:58:19,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2023-02-08,53.9,46.4,49.8,53.9,41.9,49.3,29.4,45.5,0,0,0,,0,0,22.1,9.2,344.8,1019.9,89.9,6.2,188.5,16.2,7,10,2023-02-08T06:55:43,2023-02-08T17:59:04,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2023-02-09,57.2,39.2,48.1,57.2,35.8,46.7,27.7,45.8,0,0,0,,0,0,15.7,9.2,71,1023.8,88.4,6.2,193,16.5,7,10,2023-02-09T06:55:02,2023-02-09T17:59:49,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2023-02-10,66.2,42.8,52.2,66.2,38.6,50.7,32.7,48.3,0,0,0,,0,0,27.3,11.4,133.5,1021,74.4,6.2,182.8,15.6,7,10,2023-02-10T06:54:21,2023-02-10T18:00:34,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2023-02-11,75.2,41,56.8,75.2,37.9,56.4,35.2,47.1,0,0,0,,0,0,19.2,16.1,209.3,1016.9,54.7,6.2,197.7,17,7,10,2023-02-11T06:53:38,2023-02-11T18:01:18,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2023-02-12,64.4,51.8,59,64.4,51.8,59,31.4,38.9,0,0,0,,0,0,25.7,16.1,272.4,1016.8,51.3,6.2,187.3,16.2,7,10,2023-02-12T06:52:54,2023-02-12T18:02:02,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2023-02-13,57.2,46.4,51.1,57.2,43.3,50.1,32.9,50.2,0,0,0,,0,0,23,13.9,82.8,1021.1,66.6,6.2,161,14,6,10,2023-02-13T06:52:09,2023-02-13T18:02:45,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2023-02-14,57.2,42.8,49.1,57.2,36.6,46.1,36.9,63.1,0.004,100,4.17,rain,0,0,26.6,13.9,86.3,1016.2,56.9,6.2,201.1,17.3,7,10,2023-02-14T06:51:22,2023-02-14T18:03:28,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"40394099999,OEHL"
"Hail, Saudi Arabia",2023-02-15,62.6,37.7,50.3,62.6,34,49.3,30.2,49.9,0,0,0,,0,0,21.7,20.8,265.9,1015,29,6.2,225.4,19.5,8,10,2023-02-15T06:50:35,2023-02-15T18:04:11,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2023-02-16,57.5,39,48.6,57.5,39,48,26.2,43.7,0,0,0,,0,0,18.1,11.4,54.4,1022.5,1.7,6.2,235.3,20.3,8,10,2023-02-16T06:49:46,2023-02-16T18:04:53,0.87,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2023-02-17,55.7,39.2,47.6,55.7,37.1,46.4,28.7,49,0,0,0,,0,0,23,11.4,82,1026.3,18.5,6.2,195.8,16.9,7,10,2023-02-17T06:48:57,2023-02-17T18:05:35,0.9,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2023-02-18,59,37.4,48.5,59,37.4,47.5,25.6,41.4,0,0,0,,0,0,19.5,11.4,90.4,1027,35.9,6.2,204.4,17.6,7,10,2023-02-18T06:48:07,2023-02-18T18:06:17,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2023-02-19,64.4,42.8,53.9,64.4,40,53.7,27.1,37,0,0,0,,0,0,19.5,9.2,134.4,1025.8,74.7,6.2,227,19.6,8,10,2023-02-19T06:47:15,2023-02-19T18:06:57,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2023-02-20,73.4,42.8,58.6,73.4,38.6,58,28.3,32.7,0,0,0,,0,0,28,16.1,199.9,1022.2,8.9,6.2,236.5,20.4,8,10,2023-02-20T06:46:23,2023-02-20T18:07:38,0,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2023-02-21,77,48.2,62.9,77,45.1,62.8,34.6,35.5,0,0,0,,0,0,19.5,13.9,253.4,1018.1,13.6,6.2,234.9,20.3,8,10,2023-02-21T06:45:29,2023-02-21T18:08:18,0.04,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2023-02-22,77,48.2,63.7,77,48.2,63.7,34.3,35.8,0,0,0,,0,0,20.4,11.4,142.3,1016.8,7.8,6.2,238.7,20.6,8,10,2023-02-22T06:44:35,2023-02-22T18:08:58,0.07,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2023-02-23,77,50,63.4,77,50,63.4,35.8,38.4,0,0,0,,0,0,19.2,16.1,272.4,1013,17.8,6.2,237.6,20.5,8,10,2023-02-23T06:43:40,2023-02-23T18:09:37,0.1,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2023-02-24,73.4,44.6,61,73.4,44.6,60.9,31.4,35,0,0,0,,0,0,16.3,13.9,146,1015.2,0,6.2,248.4,21.2,9,10,2023-02-24T06:42:44,2023-02-24T18:10:16,0.13,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2023-02-25,77.3,46.4,62.3,77.3,46.4,62.3,28,30.6,0,0,0,,0,0,23,11.4,263.8,1016,37.1,6.2,235.5,20.2,8,10,2023-02-25T06:41:48,2023-02-25T18:10:55,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2023-02-26,75.5,46.4,62.1,75.5,42.9,61.6,25.3,25.4,0,0,0,,0,0,17.4,6.9,66.2,1018.3,1,6.2,250.9,21.7,9,10,2023-02-26T06:40:50,2023-02-26T18:11:33,0.2,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2023-02-27,73,46.4,61.4,73,44.2,61.3,39.7,45.7,0,0,0,,0,0,24.6,16.1,38.3,1022.6,0,6.2,249.2,21.4,9,10,2023-02-27T06:39:52,2023-02-27T18:12:10,0.25,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2023-02-28,73,50,61.5,73,50,61.5,38,42.4,0,0,0,,0,0,22.8,13.9,71.4,1023.9,0.6,6.2,249.1,21.4,9,10,2023-02-28T06:38:53,2023-02-28T18:12:48,0.27,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2023-03-01,77,46.4,63.2,77,44.2,63,38.6,41.4,0,0,0,,0,0,20.1,13.9,155.7,1021.1,13.3,6.2,247.4,21.3,9,10,2023-03-01T06:37:53,2023-03-01T18:13:25,0.3,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2023-03-02,80.6,53.6,67.4,79.6,53.6,67.3,41.2,39.2,0,0,0,rain,0,0,25.5,16.1,213.8,1019.3,24.3,6.2,226.4,19.6,8,10,2023-03-02T06:36:53,2023-03-02T18:14:01,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2023-03-03,84.2,55.3,70.2,81.5,55.3,69.7,42.2,38.6,0,0,0,,0,0,26.2,11.4,235,1019.5,37.2,6.2,239,20.5,8,10,2023-03-03T06:35:52,2023-03-03T18:14:38,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2023-03-04,82.4,62.4,70.5,80.1,62.4,70.3,34,27.1,0,0,0,rain,0,0,18.3,9.2,87.5,1022,22.7,6.1,251.7,21.8,9,10,2023-03-04T06:34:51,2023-03-04T18:15:14,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2023-03-05,86,59,73.2,83.1,59,72.3,44.2,38.1,0,0,0,rain,0,0,40.3,28.9,214.4,1021.3,47.9,6.1,224.9,19.2,9,10,2023-03-05T06:33:49,2023-03-05T18:15:49,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2023-03-06,73.2,59,65,73.2,59,65,57.9,78.8,0.108,100,41.67,rain,0,0,25.5,18.3,244.1,1018.8,68.9,5.9,153.9,13.3,5,10,2023-03-06T06:32:46,2023-03-06T18:16:24,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"40394099999,OEHL"
"Hail, Saudi Arabia",2023-03-07,66.5,59,62.7,66.5,59,62.7,56.7,81.3,0.036,100,33.33,rain,0,0,34.4,23,53,1017.1,58.2,5.4,208.2,17.8,8,10,2023-03-07T06:31:43,2023-03-07T18:16:59,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"40394099999,OEHL"
"Hail, Saudi Arabia",2023-03-08,78.8,55.2,64.7,78.8,55.2,64.7,55.1,73.4,0.075,100,25,rain,0,0,30.6,9.2,225.7,1014.4,49.5,6.2,243.6,20.9,9,10,2023-03-08T06:30:39,2023-03-08T18:17:34,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"40394099999,OEHL"
"Hail, Saudi Arabia",2023-03-09,68,51.8,60.5,68,51.8,60.5,41.2,50.7,0,0,0,,0,0,21.9,18.3,352.2,1015.5,2.4,6.2,265.5,22.9,9,10,2023-03-09T06:29:35,2023-03-09T18:18:08,0.57,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2023-03-10,66.2,48.2,58.1,66.2,46.3,58,40.8,53.3,0,0,0,,0,0,20.6,9.2,63.4,1019.5,0.1,6.2,268,23,9,10,2023-03-10T06:28:31,2023-03-10T18:18:42,0.6,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2023-03-11,73.4,46.4,60.9,73.4,46.4,60.9,40.7,51.4,0,0,0,,0,0,21.5,11.4,112.8,1019.3,0.3,6.2,273.4,23.7,9,10,2023-03-11T06:27:26,2023-03-11T18:19:16,0.64,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2023-03-12,69.6,55.4,62.2,69.6,55.4,62.2,50.2,65.2,0.814,100,70.83,rain,0,0,28.4,23,176,1014.8,58.6,6.2,188,16.3,7,10,2023-03-12T06:26:20,2023-03-12T18:19:50,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"40394099999,OEHL"
"Hail, Saudi Arabia",2023-03-13,75.2,53.6,64.1,75.2,53.6,64.1,51.7,69,0.004,100,4.17,rain,0,0,15.2,13.9,182.5,1013.3,16.4,6.2,264.3,23,9,10,2023-03-13T06:25:15,2023-03-13T18:20:23,0.71,Rain,Clear conditions throughout the day with early morning rain.,rain,"40394099999,OEHL"
"Hail, Saudi Arabia",2023-03-14,80.6,55.4,67.8,80.8,55.4,67.8,51,58.7,0,0,0,,0,0,26.4,13.9,196,1012.7,0.2,6.1,273.7,23.8,9,10,2023-03-14T06:24:09,2023-03-14T18:20:56,0.74,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2023-03-15,69.4,51.8,60.9,69.4,51.8,60.9,37.9,43.3,0,0,0,,0,0,33.6,20.8,294,1012.6,9,5.9,254.6,22,8,10,2023-03-15T06:23:03,2023-03-15T18:21:29,0.75,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2023-03-16,73.4,44.9,61.2,73.4,44.9,61.2,38.2,46.4,0,0,0,,0,0,15,9.2,212.1,1016.2,0,6.2,278.5,24.1,9,10,2023-03-16T06:21:56,2023-03-16T18:22:02,0.81,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2023-03-17,80.7,51.4,67,79.1,51.4,66.7,37.3,36.6,0,0,0,,0,0,22.4,13.9,222.6,1015.7,0,6.2,279.1,24.1,9,10,2023-03-17T06:20:50,2023-03-17T18:22:34,0.85,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2023-03-18,80.6,55.4,68.4,79.3,55.4,68.2,36.6,35.3,0,0,0,,0,0,23,16.6,247.6,1012.8,3.5,6.2,285.4,24.7,10,10,2023-03-18T06:19:43,2023-03-18T18:23:06,0.88,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2023-03-19,73.7,59,66.5,73.7,59,66.5,33.7,30,0,0,0,,0,0,25.3,18.3,275.6,1013.2,0,6.2,284,24.5,10,10,2023-03-19T06:18:36,2023-03-19T18:23:38,0.92,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2023-03-20,66.5,51.8,60.1,66.5,51.8,60.1,33.1,37.8,0,0,0,,0,0,34.2,23,298.4,1010.8,2.6,6.2,288.5,25,10,10,2023-03-20T06:17:28,2023-03-20T18:24:10,0.95,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2023-03-21,64.5,51.6,57.9,64.5,51.6,57.9,37.7,47.8,0,0,0,,0,0,29.1,20.8,317.9,1012.2,22.6,6.2,271.8,23.3,9,10,2023-03-21T06:16:21,2023-03-21T18:24:42,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40394099999,OEHL"
"Hail, Saudi Arabia",2023-03-22,68.3,46.4,58.5,68.3,46.4,58.5,36.4,44.9,0,0,0,,0,0,23.9,11.4,311.8,1014.8,3.2,6.2,287.8,25,10,10,2023-03-22T06:15:14,2023-03-22T18:25:14,0.02,Clear,Clear conditions throughout the day.,clear-day,"40394099999,OEHL"
